case_id,activity,lifecycle,resource,ts
174249,W_Completeren aanvraag,START,11122,2011-10-13 21:36:22.016000+03:00
174249,W_Completeren aanvraag,COMPLETE,11122,2011-10-13 21:45:29.941000+03:00
174249,W_Completeren aanvraag,START,11122,2011-10-13 21:45:33.258000+03:00
174249,A_DECLINED,COMPLETE,11122,2011-10-13 21:45:48.071000+03:00
174249,W_Completeren aanvraag,COMPLETE,11122,2011-10-13 21:45:51.381000+03:00
174252,A_SUBMITTED,COMPLETE,112,2011-10-03 21:59:10.326000+03:00
174252,A_PARTLYSUBMITTED,COMPLETE,112,2011-10-03 21:59:10.725000+03:00
174252,A_PREACCEPTED,COMPLETE,112,2011-10-03 22:00:02.185000+03:00
174252,W_Completeren aanvraag,SCHEDULE,112,2011-10-03 22:00:02.714000+03:00
174252,W_Completeren aanvraag,START,,2011-10-04 11:09:10.108000+03:00
174252,W_Completeren aanvraag,COMPLETE,,2011-10-04 11:23:13.217000+03:00
174252,W_Completeren aanvraag,START,,2011-10-04 11:23:19.990000+03:00
174252,A_ACCEPTED,COMPLETE,11200,2011-10-04 11:23:58.792000+03:00
174252,A_FINALIZED,COMPLETE,11200,2011-10-04 11:24:14.562000+03:00
174252,O_SELECTED,COMPLETE,11200,2011-10-04 11:24:14.562000+03:00
174252,O_CREATED,COMPLETE,11200,2011-10-04 11:24:15.455000+03:00
174252,O_SENT,COMPLETE,11200,2011-10-04 11:24:15.480000+03:00
174252,W_Nabellen offertes,SCHEDULE,,2011-10-04 11:24:15.717000+03:00
174252,W_Completeren aanvraag,COMPLETE,,2011-10-04 11:24:16.935000+03:00
174252,W_Nabellen offertes,START,,2011-10-06 13:59:09.126000+03:00
174252,W_Nabellen offertes,COMPLETE,,2011-10-06 13:59:23.898000+03:00
174252,W_Nabellen offertes,START,11181,2011-10-11 19:05:51.909000+03:00
174252,W_Nabellen offertes,COMPLETE,11181,2011-10-11 19:08:55.158000+03:00
174252,W_Nabellen offertes,START,11122,2011-10-11 20:20:38.525000+03:00
174252,W_Nabellen offertes,COMPLETE,11122,2011-10-11 20:20:53.147000+03:00
174252,W_Nabellen offertes,START,10899,2011-10-12 10:46:18.888000+03:00
174252,O_SENT_BACK,COMPLETE,10899,2011-10-12 10:46:45.286000+03:00
174252,W_Valideren aanvraag,SCHEDULE,10899,2011-10-12 10:46:45.459000+03:00
174252,W_Nabellen offertes,COMPLETE,10899,2011-10-12 10:46:46.681000+03:00
174252,W_Valideren aanvraag,START,10629,2011-10-17 16:49:24.937000+03:00
174252,W_Valideren aanvraag,COMPLETE,10629,2011-10-17 17:13:41.752000+03:00
174252,W_Valideren aanvraag,START,10629,2011-10-17 17:13:52.158000+03:00
174252,W_Valideren aanvraag,COMPLETE,10629,2011-10-17 17:14:06.270000+03:00
174252,W_Valideren aanvraag,START,10629,2011-10-17 17:31:43.095000+03:00
174252,W_Nabellen incomplete dossiers,SCHEDULE,10629,2011-10-17 17:36:15.803000+03:00
174252,W_Valideren aanvraag,COMPLETE,10629,2011-10-17 17:36:18.267000+03:00
174252,W_Nabellen incomplete dossiers,START,,2011-10-17 17:47:25.823000+03:00
174252,W_Nabellen incomplete dossiers,COMPLETE,,2011-10-17 17:57:18.649000+03:00
174252,W_Nabellen incomplete dossiers,START,10861,2011-10-17 18:30:04.283000+03:00
174252,W_Valideren aanvraag,SCHEDULE,10861,2011-10-17 18:34:25.661000+03:00
174252,W_Nabellen incomplete dossiers,COMPLETE,10861,2011-10-17 18:34:27.495000+03:00
174252,W_Valideren aanvraag,START,10629,2011-10-18 17:04:06.401000+03:00
174252,A_ACTIVATED,COMPLETE,10629,2011-10-18 17:05:47.077000+03:00
174252,A_APPROVED,COMPLETE,10629,2011-10-18 17:05:47.077000+03:00
174252,O_ACCEPTED,COMPLETE,10629,2011-10-18 17:05:47.077000+03:00
174252,A_REGISTERED,COMPLETE,10629,2011-10-18 17:05:47.077000+03:00
174252,W_Valideren aanvraag,COMPLETE,10629,2011-10-18 17:05:54.805000+03:00
174255,A_SUBMITTED,COMPLETE,112,2011-10-03 21:59:23.114000+03:00
174255,A_PARTLYSUBMITTED,COMPLETE,112,2011-10-03 21:59:23.492000+03:00
174255,A_PREACCEPTED,COMPLETE,112,2011-10-03 22:00:08.228000+03:00
174255,W_Completeren aanvraag,SCHEDULE,112,2011-10-03 22:00:08.931000+03:00
174255,W_Completeren aanvraag,START,,2011-10-04 11:24:49.718000+03:00
174255,W_Completeren aanvraag,COMPLETE,,2011-10-04 11:27:02.751000+03:00
174255,W_Completeren aanvraag,START,11001,2011-10-04 14:38:10.838000+03:00
174255,W_Completeren aanvraag,COMPLETE,11001,2011-10-04 14:39:00.369000+03:00
174255,W_Completeren aanvraag,START,10889,2011-10-04 14:57:55.757000+03:00
174255,W_Completeren aanvraag,COMPLETE,10889,2011-10-04 15:01:03.252000+03:00
174255,W_Completeren aanvraag,START,10889,2011-10-04 15:01:10.076000+03:00
174255,A_ACCEPTED,COMPLETE,10889,2011-10-04 15:03:31.053000+03:00
174255,A_FINALIZED,COMPLETE,10889,2011-10-04 15:07:20.944000+03:00
174255,O_SELECTED,COMPLETE,10889,2011-10-04 15:07:20.944000+03:00
174255,O_CREATED,COMPLETE,10889,2011-10-04 15:07:21.931000+03:00
174255,O_SENT,COMPLETE,10889,2011-10-04 15:07:21.985000+03:00
174255,W_Nabellen offertes,SCHEDULE,10889,2011-10-04 15:07:22.201000+03:00
174255,W_Completeren aanvraag,COMPLETE,10889,2011-10-04 15:07:23.629000+03:00
174255,W_Nabellen offertes,START,10899,2011-10-10 13:00:42.718000+03:00
174255,O_SENT_BACK,COMPLETE,10899,2011-10-10 13:00:52.443000+03:00
174255,W_Valideren aanvraag,SCHEDULE,10899,2011-10-10 13:00:52.720000+03:00
174255,W_Nabellen offertes,COMPLETE,10899,2011-10-10 13:00:54.711000+03:00
174255,W_Valideren aanvraag,START,10809,2011-10-13 13:56:46.629000+03:00
174255,W_Valideren aanvraag,COMPLETE,10809,2011-10-13 14:01:39.176000+03:00
174255,W_Valideren aanvraag,START,10629,2011-10-13 14:39:10.741000+03:00
174255,O_ACCEPTED,COMPLETE,10629,2011-10-13 15:02:18.224000+03:00
174255,A_ACTIVATED,COMPLETE,10629,2011-10-13 15:02:18.224000+03:00
174255,A_APPROVED,COMPLETE,10629,2011-10-13 15:02:18.224000+03:00
174255,A_REGISTERED,COMPLETE,10629,2011-10-13 15:02:18.224000+03:00
174255,W_Valideren aanvraag,COMPLETE,10629,2011-10-13 15:02:25.806000+03:00
174261,A_SUBMITTED,COMPLETE,112,2011-10-03 22:03:04.908000+03:00
174261,A_PARTLYSUBMITTED,COMPLETE,112,2011-10-03 22:03:05.186000+03:00
174261,W_Afhandelen leads,SCHEDULE,112,2011-10-03 22:03:19.612000+03:00
174261,W_Afhandelen leads,START,,2011-10-04 10:02:39.088000+03:00
174261,A_PREACCEPTED,COMPLETE,10971,2011-10-04 10:03:56.205000+03:00
174261,W_Completeren aanvraag,SCHEDULE,,2011-10-04 10:03:57.163000+03:00
174261,W_Afhandelen leads,COMPLETE,,2011-10-04 10:03:58.400000+03:00
174261,W_Completeren aanvraag,START,10982,2011-10-04 13:37:48.130000+03:00
174261,W_Completeren aanvraag,COMPLETE,10982,2011-10-04 13:39:20.665000+03:00
174261,W_Completeren aanvraag,START,10889,2011-10-04 16:57:48.088000+03:00
174261,W_Completeren aanvraag,COMPLETE,10889,2011-10-04 17:01:02.811000+03:00
174261,W_Completeren aanvraag,START,10889,2011-10-04 17:01:09.278000+03:00
174261,A_ACCEPTED,COMPLETE,10889,2011-10-04 17:03:37.729000+03:00
174261,O_SELECTED,COMPLETE,10889,2011-10-04 17:07:39.161000+03:00
174261,A_FINALIZED,COMPLETE,10889,2011-10-04 17:07:39.162000+03:00
174261,O_CREATED,COMPLETE,10889,2011-10-04 17:07:40.549000+03:00
174261,O_SENT,COMPLETE,10889,2011-10-04 17:07:40.582000+03:00
174261,W_Nabellen offertes,SCHEDULE,10889,2011-10-04 17:07:40.761000+03:00
174261,W_Completeren aanvraag,COMPLETE,10889,2011-10-04 17:07:42.027000+03:00
174261,W_Nabellen offertes,START,11119,2011-10-11 21:33:05.018000+03:00
174261,W_Nabellen offertes,COMPLETE,11119,2011-10-11 21:41:23.153000+03:00
174261,W_Nabellen offertes,START,,2011-10-12 10:07:33.644000+03:00
174261,O_SENT_BACK,COMPLETE,11029,2011-10-12 10:08:05.964000+03:00
174261,W_Valideren aanvraag,SCHEDULE,,2011-10-12 10:08:06.167000+03:00
174261,W_Nabellen offertes,COMPLETE,,2011-10-12 10:08:07.353000+03:00
174261,W_Valideren aanvraag,START,10809,2011-10-17 11:09:34.421000+03:00
174261,W_Nabellen incomplete dossiers,SCHEDULE,10809,2011-10-17 11:40:07.603000+03:00
174261,W_Valideren aanvraag,COMPLETE,10809,2011-10-17 11:40:10.023000+03:00
174261,W_Nabellen incomplete dossiers,START,11009,2011-10-17 12:49:09.370000+03:00
174261,W_Nabellen incomplete dossiers,COMPLETE,11009,2011-10-17 13:00:50.340000+03:00
174261,W_Nabellen incomplete dossiers,START,,2011-10-17 14:14:51.718000+03:00
174261,W_Nabellen incomplete dossiers,COMPLETE,,2011-10-17 14:15:38.312000+03:00
174261,W_Nabellen incomplete dossiers,START,10861,2011-10-17 18:12:30.043000+03:00
174261,W_Nabellen incomplete dossiers,COMPLETE,10861,2011-10-17 18:13:42.646000+03:00
174261,W_Nabellen incomplete dossiers,START,11119,2011-10-17 18:53:05.618000+03:00
174261,W_Nabellen incomplete dossiers,COMPLETE,11119,2011-10-17 18:58:27.842000+03:00
174261,W_Nabellen incomplete dossiers,START,11049,2011-10-18 09:41:00.798000+03:00
174261,W_Valideren aanvraag,SCHEDULE,11049,2011-10-18 09:41:37.288000+03:00
174261,W_Nabellen incomplete dossiers,COMPLETE,11049,2011-10-18 09:41:39.307000+03:00
174261,W_Valideren aanvraag,START,10809,2011-10-18 10:14:01.006000+03:00
174261,A_DECLINED,COMPLETE,10809,2011-10-18 10:44:40.989000+03:00
174261,O_DECLINED,COMPLETE,10809,2011-10-18 10:44:40.989000+03:00
174261,W_Valideren aanvraag,COMPLETE,10809,2011-10-18 10:44:45.240000+03:00
174264,A_SUBMITTED,COMPLETE,112,2011-10-03 22:03:33.112000+03:00
174264,A_PARTLYSUBMITTED,COMPLETE,112,2011-10-03 22:03:33.506000+03:00
174264,W_Afhandelen leads,SCHEDULE,112,2011-10-03 22:03:40.255000+03:00
174264,W_Afhandelen leads,START,,2011-10-04 10:04:07.695000+03:00
174264,W_Afhandelen leads,COMPLETE,,2011-10-04 10:08:38.373000+03:00
174264,W_Afhandelen leads,START,10889,2011-10-04 10:23:28.820000+03:00
174264,A_PREACCEPTED,COMPLETE,10889,2011-10-04 10:26:49.582000+03:00
174264,W_Completeren aanvraag,SCHEDULE,10889,2011-10-04 10:26:49.717000+03:00
174264,W_Afhandelen leads,COMPLETE,10889,2011-10-04 10:26:51.838000+03:00
174264,W_Completeren aanvraag,START,,2011-10-04 14:00:13.207000+03:00
174264,W_Completeren aanvraag,COMPLETE,,2011-10-04 14:15:13.493000+03:00
174264,W_Completeren aanvraag,START,,2011-10-04 14:16:03.506000+03:00
174264,A_ACCEPTED,COMPLETE,11202,2011-10-04 14:36:12.461000+03:00
174264,O_SELECTED,COMPLETE,11202,2011-10-04 14:41:05.078000+03:00
174264,A_FINALIZED,COMPLETE,11202,2011-10-04 14:41:05.079000+03:00
174264,O_CREATED,COMPLETE,11202,2011-10-04 14:41:06.415000+03:00
174264,O_SENT,COMPLETE,11202,2011-10-04 14:41:06.443000+03:00
174264,W_Nabellen offertes,SCHEDULE,,2011-10-04 14:41:06.650000+03:00
174264,W_Completeren aanvraag,COMPLETE,,2011-10-04 14:41:08.811000+03:00
174264,W_Nabellen offertes,START,,2011-10-04 14:41:25.128000+03:00
174264,W_Nabellen offertes,COMPLETE,,2011-10-04 14:45:23.617000+03:00
174264,W_Nabellen offertes,START,11119,2011-10-11 19:24:53.950000+03:00
174264,W_Nabellen offertes,COMPLETE,11119,2011-10-11 19:29:50.591000+03:00
174264,W_Nabellen offertes,START,,2011-10-18 13:34:43.562000+03:00
174264,W_Nabellen offertes,COMPLETE,,2011-10-18 13:36:24.699000+03:00
174264,W_Nabellen offertes,START,11119,2011-10-19 18:58:11.845000+03:00
174264,W_Nabellen offertes,COMPLETE,11119,2011-10-19 19:01:46.979000+03:00
174264,W_Nabellen offertes,START,11122,2011-10-20 18:08:10.648000+03:00
174264,W_Nabellen offertes,COMPLETE,11122,2011-10-20 18:16:43.372000+03:00
174264,W_Nabellen offertes,START,11122,2011-10-20 18:17:10.841000+03:00
174264,O_SELECTED,COMPLETE,11122,2011-10-20 18:29:18.232000+03:00
174264,O_CANCELLED,COMPLETE,11122,2011-10-20 18:29:18.232000+03:00
174264,O_CREATED,COMPLETE,11122,2011-10-20 18:30:06.080000+03:00
174264,O_SENT,COMPLETE,11122,2011-10-20 18:30:06.143000+03:00
174264,W_Nabellen offertes,SCHEDULE,11122,2011-10-20 18:30:06.277000+03:00
174264,W_Nabellen offertes,COMPLETE,11122,2011-10-20 18:30:07.765000+03:00
174264,W_Nabellen offertes,START,11122,2011-10-20 18:30:34.804000+03:00
174264,W_Nabellen offertes,COMPLETE,11122,2011-10-20 18:45:29.411000+03:00
174264,W_Nabellen offertes,START,10909,2011-10-27 21:52:08.835000+03:00
174264,W_Nabellen offertes,COMPLETE,10909,2011-10-27 21:52:17.539000+03:00
174264,W_Nabellen offertes,START,10913,2011-10-29 13:32:47.215000+03:00
174264,W_Nabellen offertes,COMPLETE,10913,2011-10-29 13:33:40.054000+03:00
174264,W_Nabellen offertes,START,,2011-10-31 21:56:51.837000+02:00
174264,W_Nabellen offertes,COMPLETE,,2011-10-31 21:58:24.142000+02:00
174264,W_Nabellen offertes,START,11119,2011-11-01 18:13:16.058000+02:00
174264,W_Nabellen offertes,COMPLETE,11119,2011-11-01 18:16:21.366000+02:00
174264,W_Nabellen offertes,START,11049,2011-11-04 12:41:17.027000+02:00
174264,O_SENT_BACK,COMPLETE,11049,2011-11-04 12:41:34.488000+02:00
174264,W_Valideren aanvraag,SCHEDULE,11049,2011-11-04 12:41:34.801000+02:00
174264,W_Nabellen offertes,COMPLETE,11049,2011-11-04 12:41:37.209000+02:00
174264,W_Valideren aanvraag,START,10629,2011-11-08 16:17:59.610000+02:00
174264,W_Nabellen incomplete dossiers,SCHEDULE,10629,2011-11-08 16:50:51.525000+02:00
174264,W_Valideren aanvraag,COMPLETE,10629,2011-11-08 16:50:53.315000+02:00
174264,W_Nabellen incomplete dossiers,START,10909,2011-11-08 18:48:10.583000+02:00
174264,W_Nabellen incomplete dossiers,COMPLETE,10909,2011-11-08 18:57:09.927000+02:00
174264,W_Nabellen incomplete dossiers,START,10909,2011-11-08 19:31:14.616000+02:00
174264,W_Nabellen incomplete dossiers,COMPLETE,10909,2011-11-08 19:32:39.248000+02:00
174264,W_Nabellen incomplete dossiers,START,,2011-11-09 10:12:31.566000+02:00
174264,W_Nabellen incomplete dossiers,COMPLETE,,2011-11-09 10:18:34.861000+02:00
174264,W_Nabellen incomplete dossiers,START,,2011-11-09 10:20:30.261000+02:00
174264,W_Nabellen incomplete dossiers,COMPLETE,,2011-11-09 10:21:54.381000+02:00
174264,W_Nabellen incomplete dossiers,START,11119,2011-11-09 18:40:16.491000+02:00
174264,W_Nabellen incomplete dossiers,COMPLETE,11119,2011-11-09 18:45:32.742000+02:00
174264,W_Nabellen incomplete dossiers,START,11049,2011-11-10 10:53:29.426000+02:00
174264,W_Valideren aanvraag,SCHEDULE,11049,2011-11-10 10:54:03.234000+02:00
174264,W_Nabellen incomplete dossiers,COMPLETE,11049,2011-11-10 10:54:05.175000+02:00
174264,W_Valideren aanvraag,START,10629,2011-11-10 11:57:58.660000+02:00
174264,A_APPROVED,COMPLETE,10629,2011-11-10 12:04:18.804000+02:00
174264,O_ACCEPTED,COMPLETE,10629,2011-11-10 12:04:18.804000+02:00
174264,A_ACTIVATED,COMPLETE,10629,2011-11-10 12:04:18.805000+02:00
174264,A_REGISTERED,COMPLETE,10629,2011-11-10 12:04:18.805000+02:00
174264,W_Valideren aanvraag,COMPLETE,10629,2011-11-10 12:04:27.280000+02:00
174279,A_SUBMITTED,COMPLETE,112,2011-10-03 23:04:06.130000+03:00
174279,A_PARTLYSUBMITTED,COMPLETE,112,2011-10-03 23:04:06.696000+03:00
174279,A_PREACCEPTED,COMPLETE,112,2011-10-03 23:04:52.639000+03:00
174279,W_Completeren aanvraag,SCHEDULE,112,2011-10-03 23:04:53.143000+03:00
174279,W_Completeren aanvraag,START,,2011-10-04 11:45:03.949000+03:00
174279,A_ACCEPTED,COMPLETE,11200,2011-10-04 11:51:02.931000+03:00
174279,A_FINALIZED,COMPLETE,11200,2011-10-04 11:52:14.870000+03:00
174279,O_SELECTED,COMPLETE,11200,2011-10-04 11:52:14.870000+03:00
174279,O_CREATED,COMPLETE,11200,2011-10-04 11:52:15.750000+03:00
174279,O_SENT,COMPLETE,11200,2011-10-04 11:52:15.775000+03:00
174279,W_Nabellen offertes,SCHEDULE,,2011-10-04 11:52:15.995000+03:00
174279,W_Completeren aanvraag,COMPLETE,,2011-10-04 11:52:17.174000+03:00
174279,W_Nabellen offertes,START,11119,2011-10-11 19:07:21.465000+03:00
174279,A_CANCELLED,COMPLETE,11119,2011-10-11 19:10:45.226000+03:00
174279,O_CANCELLED,COMPLETE,11119,2011-10-11 19:10:45.226000+03:00
174279,W_Nabellen offertes,COMPLETE,11119,2011-10-11 19:10:47.168000+03:00
174285,A_SUBMITTED,COMPLETE,112,2011-10-03 23:59:48.324000+03:00
174285,A_PARTLYSUBMITTED,COMPLETE,112,2011-10-03 23:59:48.608000+03:00
174285,A_PREACCEPTED,COMPLETE,112,2011-10-04 00:00:40.229000+03:00
174285,W_Completeren aanvraag,SCHEDULE,112,2011-10-04 00:01:09.080000+03:00
174285,W_Completeren aanvraag,START,,2011-10-04 11:27:12.696000+03:00
174285,A_ACCEPTED,COMPLETE,11200,2011-10-04 11:39:00.653000+03:00
174285,O_SELECTED,COMPLETE,11200,2011-10-04 11:44:40.745000+03:00
174285,A_FINALIZED,COMPLETE,11200,2011-10-04 11:44:40.745000+03:00
174285,O_CREATED,COMPLETE,11200,2011-10-04 11:44:41.981000+03:00
174285,O_SENT,COMPLETE,11200,2011-10-04 11:44:42.010000+03:00
174285,W_Nabellen offertes,SCHEDULE,,2011-10-04 11:44:42.241000+03:00
174285,W_Completeren aanvraag,COMPLETE,,2011-10-04 11:44:44.994000+03:00
174285,W_Nabellen offertes,START,10899,2011-10-10 14:44:21.061000+03:00
174285,O_SENT_BACK,COMPLETE,10899,2011-10-10 14:45:08.666000+03:00
174285,W_Valideren aanvraag,SCHEDULE,10899,2011-10-10 14:45:08.927000+03:00
174285,W_Nabellen offertes,COMPLETE,10899,2011-10-10 14:45:10.314000+03:00
174285,W_Valideren aanvraag,START,10138,2011-10-13 10:38:17.180000+03:00
174285,W_Valideren aanvraag,COMPLETE,10138,2011-10-13 11:20:54.693000+03:00
174285,W_Valideren aanvraag,START,10809,2011-10-13 12:03:29.503000+03:00
174285,W_Valideren aanvraag,COMPLETE,10809,2011-10-13 12:10:06.239000+03:00
174285,W_Valideren aanvraag,START,10138,2011-10-13 12:25:45.256000+03:00
174285,W_Nabellen incomplete dossiers,SCHEDULE,10138,2011-10-13 12:26:02.542000+03:00
174285,W_Valideren aanvraag,COMPLETE,10138,2011-10-13 12:26:04.083000+03:00
174285,W_Nabellen incomplete dossiers,START,,2011-10-13 12:34:31.387000+03:00
174285,W_Nabellen incomplete dossiers,COMPLETE,,2011-10-13 12:53:09.182000+03:00
174285,W_Nabellen incomplete dossiers,START,,2011-10-13 12:55:30.332000+03:00
174285,W_Valideren aanvraag,SCHEDULE,,2011-10-13 13:08:36.141000+03:00
174285,W_Nabellen incomplete dossiers,COMPLETE,,2011-10-13 13:08:39.194000+03:00
174285,W_Valideren aanvraag,START,10138,2011-10-13 13:48:12.358000+03:00
174285,A_REGISTERED,COMPLETE,10138,2011-10-13 13:51:10.712000+03:00
174285,O_ACCEPTED,COMPLETE,10138,2011-10-13 13:51:10.712000+03:00
174285,A_ACTIVATED,COMPLETE,10138,2011-10-13 13:51:10.712000+03:00
174285,A_APPROVED,COMPLETE,10138,2011-10-13 13:51:10.712000+03:00
174285,W_Valideren aanvraag,COMPLETE,10138,2011-10-13 13:51:18.069000+03:00
174288,A_SUBMITTED,COMPLETE,112,2011-10-04 00:23:17.739000+03:00
174288,A_PARTLYSUBMITTED,COMPLETE,112,2011-10-04 00:23:19.436000+03:00
174288,A_PREACCEPTED,COMPLETE,112,2011-10-04 00:24:10.124000+03:00
174288,W_Completeren aanvraag,SCHEDULE,112,2011-10-04 00:24:11.486000+03:00
174288,W_Completeren aanvraag,START,,2011-10-04 12:15:02.899000+03:00
174288,A_ACCEPTED,COMPLETE,11200,2011-10-04 12:22:29.397000+03:00
174288,A_CANCELLED,COMPLETE,11200,2011-10-04 12:24:11.396000+03:00
174288,W_Completeren aanvraag,COMPLETE,,2011-10-04 12:24:12.943000+03:00
174291,A_SUBMITTED,COMPLETE,112,2011-10-04 00:31:43.141000+03:00
174291,A_PARTLYSUBMITTED,COMPLETE,112,2011-10-04 00:31:43.729000+03:00
174291,W_Afhandelen leads,SCHEDULE,112,2011-10-04 00:33:10.677000+03:00
174291,W_Afhandelen leads,START,,2011-10-04 10:07:48.742000+03:00
174291,A_PREACCEPTED,COMPLETE,10859,2011-10-04 10:09:31.560000+03:00
174291,W_Completeren aanvraag,SCHEDULE,,2011-10-04 10:09:31.727000+03:00
174291,W_Afhandelen leads,COMPLETE,,2011-10-04 10:09:32.948000+03:00
174291,W_Completeren aanvraag,START,,2011-10-04 12:12:55.702000+03:00
174291,W_Completeren aanvraag,COMPLETE,,2011-10-04 12:14:19.861000+03:00
174291,W_Completeren aanvraag,START,11169,2011-10-04 14:45:17.376000+03:00
174291,W_Completeren aanvraag,COMPLETE,11169,2011-10-04 14:47:14.039000+03:00
174291,W_Completeren aanvraag,START,11121,2011-10-04 19:16:18.948000+03:00
174291,W_Completeren aanvraag,COMPLETE,11121,2011-10-04 19:17:12.874000+03:00
174291,W_Completeren aanvraag,START,10982,2011-10-04 20:18:34.035000+03:00
174291,A_ACCEPTED,COMPLETE,10982,2011-10-04 20:24:28.370000+03:00
174291,A_FINALIZED,COMPLETE,10982,2011-10-04 20:30:06.139000+03:00
174291,O_SELECTED,COMPLETE,10982,2011-10-04 20:30:06.139000+03:00
174291,O_CREATED,COMPLETE,10982,2011-10-04 20:30:07.153000+03:00
174291,O_SENT,COMPLETE,10982,2011-10-04 20:30:07.184000+03:00
174291,W_Nabellen offertes,SCHEDULE,10982,2011-10-04 20:30:07.436000+03:00
174291,W_Completeren aanvraag,COMPLETE,10982,2011-10-04 20:30:09.817000+03:00
174291,W_Nabellen offertes,START,10982,2011-10-11 21:52:07.763000+03:00
174291,W_Nabellen offertes,COMPLETE,10982,2011-10-11 21:53:31.387000+03:00
174291,W_Nabellen offertes,START,11002,2011-10-12 21:24:55.062000+03:00
174291,W_Nabellen offertes,COMPLETE,11002,2011-10-12 21:52:26.261000+03:00
174291,W_Nabellen offertes,START,11201,2011-10-13 19:47:25.904000+03:00
174291,W_Nabellen offertes,COMPLETE,11201,2011-10-13 19:49:17.941000+03:00
174291,W_Nabellen offertes,START,,2011-10-15 14:22:54.062000+03:00
174291,W_Nabellen offertes,COMPLETE,,2011-10-15 14:23:50.674000+03:00
174291,W_Nabellen offertes,START,10861,2011-10-18 15:20:33.106000+03:00
174291,W_Nabellen offertes,COMPLETE,10861,2011-10-18 15:21:26.549000+03:00
174291,W_Nabellen offertes,START,11119,2011-10-19 20:17:11.100000+03:00
174291,W_Nabellen offertes,COMPLETE,11119,2011-10-19 20:31:48.884000+03:00
174291,W_Nabellen offertes,START,11119,2011-10-19 20:31:56.691000+03:00
174291,O_CANCELLED,COMPLETE,11119,2011-10-19 20:32:42.921000+03:00
174291,A_CANCELLED,COMPLETE,11119,2011-10-19 20:32:42.921000+03:00
174291,W_Nabellen offertes,COMPLETE,11119,2011-10-19 20:32:45.208000+03:00
174294,A_SUBMITTED,COMPLETE,112,2011-10-04 00:33:35.571000+03:00
174294,A_PARTLYSUBMITTED,COMPLETE,112,2011-10-04 00:33:35.873000+03:00
174294,W_Afhandelen leads,SCHEDULE,112,2011-10-04 00:34:25.512000+03:00
174294,W_Afhandelen leads,START,10982,2011-10-04 10:04:14.497000+03:00
174294,A_PREACCEPTED,COMPLETE,10982,2011-10-04 10:06:54.924000+03:00
174294,W_Completeren aanvraag,SCHEDULE,10982,2011-10-04 10:06:55.094000+03:00
174294,W_Afhandelen leads,COMPLETE,10982,2011-10-04 10:06:56.291000+03:00
174294,W_Completeren aanvraag,START,,2011-10-04 11:50:38.669000+03:00
174294,A_ACCEPTED,COMPLETE,10971,2011-10-04 11:55:28.587000+03:00
174294,O_SELECTED,COMPLETE,10971,2011-10-04 11:57:22.883000+03:00
174294,A_FINALIZED,COMPLETE,10971,2011-10-04 11:57:22.883000+03:00
174294,O_CREATED,COMPLETE,10971,2011-10-04 11:57:23.989000+03:00
174294,O_SENT,COMPLETE,10971,2011-10-04 11:57:24.015000+03:00
174294,W_Nabellen offertes,SCHEDULE,,2011-10-04 11:57:24.242000+03:00
174294,W_Completeren aanvraag,COMPLETE,,2011-10-04 11:57:25.295000+03:00
174294,W_Nabellen offertes,START,10889,2011-10-04 12:44:26.228000+03:00
174294,O_SELECTED,COMPLETE,10889,2011-10-04 12:51:22.763000+03:00
174294,O_CANCELLED,COMPLETE,10889,2011-10-04 12:51:22.763000+03:00
174294,O_CREATED,COMPLETE,10889,2011-10-04 12:51:24.022000+03:00
174294,O_SENT,COMPLETE,10889,2011-10-04 12:51:24.051000+03:00
174294,W_Nabellen offertes,SCHEDULE,10889,2011-10-04 12:51:24.256000+03:00
174294,W_Nabellen offertes,COMPLETE,10889,2011-10-04 12:51:25.406000+03:00
174294,W_Nabellen offertes,START,11181,2011-10-11 19:12:41.544000+03:00
174294,W_Nabellen offertes,COMPLETE,11181,2011-10-11 19:15:23.830000+03:00
174294,W_Nabellen offertes,START,10909,2011-10-13 17:05:06.248000+03:00
174294,W_Nabellen offertes,COMPLETE,10909,2011-10-13 17:05:15.500000+03:00
174294,W_Nabellen offertes,START,11201,2011-10-13 19:53:16.198000+03:00
174294,W_Nabellen offertes,COMPLETE,11201,2011-10-13 19:54:48.146000+03:00
174294,W_Nabellen offertes,START,,2011-10-15 14:24:48.947000+03:00
174294,W_Nabellen offertes,COMPLETE,,2011-10-15 14:26:37.246000+03:00
174294,W_Nabellen offertes,START,11119,2011-10-17 20:57:10.423000+03:00
174294,W_Nabellen offertes,COMPLETE,11119,2011-10-17 20:59:03.323000+03:00
174294,W_Nabellen offertes,START,,2011-10-18 16:10:44.205000+03:00
174294,W_Nabellen offertes,COMPLETE,,2011-10-18 16:17:58.005000+03:00
174294,W_Nabellen offertes,START,11119,2011-10-19 20:44:02.959000+03:00
174294,W_Nabellen offertes,COMPLETE,11119,2011-10-19 20:45:09.102000+03:00
174294,W_Nabellen offertes,START,11201,2011-10-21 20:22:22.129000+03:00
174294,W_Nabellen offertes,COMPLETE,11201,2011-10-21 20:23:42.509000+03:00
174294,W_Nabellen offertes,START,11180,2011-10-24 16:21:29.830000+03:00
174294,W_Nabellen offertes,COMPLETE,11180,2011-10-24 16:22:35.439000+03:00
174294,W_Nabellen offertes,START,11121,2011-10-25 18:16:45.461000+03:00
174294,W_Nabellen offertes,COMPLETE,11121,2011-10-25 18:17:22.845000+03:00
